"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2016-03-31,"10025","NY","New York","New York","New York",0,3632,0.00442477876106195,0.00581556355580172,0.0156599552572707,22431
2016-03-31,"60657","IL","Chicago","Cook","Chicago",1,1966,0.00408580183861083,0.0134020618556701,-0.0214036834245893,32224
2016-03-31,"10023","NY","New York","New York","New York",2,3980,0.0145296966607188,0.0265669331957699,-0.0155824882512985,29114
2016-03-31,"60614","IL","Chicago","Cook","Chicago",3,2261,0.00221631205673759,0.0107286544479213,-0.0195143104943625,33152
2016-03-31,"79936","TX","El Paso","El Paso","El Paso",4,1029,-0.0077145612343298,-0.02,-0.00193986420950533,31515
2016-03-31,"10002","NY","New York","New York","New York",5,3783,0.00665247472059606,0.023538961038961,-0.0272563641038827,9172
2016-03-31,"77084","TX","Houston","Harris","Houston",6,1455,0.00206611570247934,0.00622406639004149,0.0268172194777699,26718
2016-03-31,"60640","IL","Chicago","Cook","Chicago",7,1633,0.00989486703772418,0.0199875078076202,0.00554187192118227,22482
2016-03-31,"10467","NY","New York","Bronx","New York",8,1777,0.00112676056338028,0.00338791643139469,0.0265742345465049,7006
2016-03-31,"94109","CA","San Francisco","San Francisco","San Francisco",9,4653,0.000214961306964746,-0.0228895422091558,0.0374581939799331,9561
2016-03-31,"11226","NY","New York","Kings","New York",10,2111,0.00332699619771863,0.0134421507441191,0.0497265042267529,9496
2016-03-31,"75070","TX","Dallas-Fort Worth","Collin","McKinney",11,1900,0.00105374077976818,0.00263852242744063,0.0171306209850107,28950
2016-03-31,"11375","NY","New York","Queens","New York",12,2263,0.00443852640923214,0.0107190710138455,0.0323905109489051,22413
2016-03-31,"77449","TX","Houston","Harris","Cypress",13,1459,0.00206043956043956,0.00620689655172414,0.0260196905766526,31979
2016-03-31,"10016","NY","New York","New York","New York",14,3767,0.00802782981000803,0.0303610503282276,-0.0268664427796435,26908
2016-03-31,"32162","FL","The Villages","Sumter","The Villages",15,2399,0.0169563374311149,0.000834376303712975,-0.17247326664367,34689
2016-03-31,"77494","TX","Houston","Fort Bend","Cinco Ranch",16,2446,-0.00891410048622366,-0.0156941649899396,-0.0309033280507132,31575
2016-03-31,"11235","NY","New York","Kings","New York",17,2200,0.00227790432801822,0.021355617455896,0.0653753026634383,16915
2016-03-31,"60647","IL","Chicago","Cook","Chicago",18,1787,0.00168161434977578,0.00112044817927171,0.00449690837549185,20166
2016-03-31,"90250","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Hawthorne",19,2398,0.00798654897015553,0.0148116800677105,0.0221653878942881,14870
2016-03-31,"37211","TN","Nashville","Davidson","Nashville",20,1461,0.00412371134020619,0.0117728531855956,0.0798226164079823,20517
2016-03-31,"10009","NY","New York","New York","New York",21,3828,0.00789889415481832,0.0270995438690636,-0.0692924872355945,9251
2016-03-31,"37013","TN","Nashville","Davidson","Nashville",22,1356,0.00370096225018505,0.00892857142857143,0.0462962962962963,22726
2016-03-31,"60618","IL","Chicago","Cook","Chicago",23,1880,0.00159829515183804,0.00642398286937901,0.0341034103410341,20790
2016-03-31,"10128","NY","New York","New York","New York",24,3466,0.00697269029633934,0.018213866039953,0.0525356817491649,22879
2016-03-31,"10029","NY","New York","New York","New York",25,3037,0.00231023102310231,-0.00524074680641991,0.0354585748380498,5782
2016-03-31,"10011","NY","New York","New York","New York",26,4534,0.0152261531571876,0.049780041676314,-0.00809450886020564,21513
2016-03-31,"28269","NC","Charlotte","Mecklenburg","Charlotte",27,1261,0.0047808764940239,0.0104166666666667,0.0144810941271118,26177
2016-03-31,"79912","TX","El Paso","El Paso","El Paso",28,1287,-0.00309837335398916,-0.00617760617760618,-0.00847457627118644,20964
2016-03-31,"30349","GA","Atlanta","Clayton","Riverdale",29,1015,0.00694444444444444,0.015,0.015,23999
2016-03-31,"78572","TX","McAllen","Hidalgo","Mission",30,1054,0.00668576886341929,-0.0093984962406015,0.00190114068441065,20115
2016-03-31,"90046","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",31,3773,0.013974737973663,0.0161594398060867,0.0712663259511641,11060
2016-03-31,"77573","TX","Houston","Galveston","League City",32,1956,0.00669068450849202,0.0108527131782946,0.0316455696202532,26004
2016-03-31,"94565","CA","San Francisco","Contra Costa","Pittsburg",33,1950,0.0124610591900312,0.0306553911205074,0.0857461024498886,22278
2016-03-31,"10003","NY","New York","New York","New York",34,4153,0.0131739448646011,0.0359191818408581,-0.0485681557846506,20669
2016-03-31,"10462","NY","New York","Bronx","New York",35,1817,0.00497787610619469,0.0248166948674563,0.0454545454545455,18630
2016-03-31,"10456","NY","New York","Bronx","New York",36,1818,0.000550357732526142,0.00275785990071704,0.0502599653379549,3194
2016-03-31,"77584","TX","Houston","Brazoria","Pearland",37,1984,-0.00251382604323781,-0.008,0.00506585612968592,22764
2016-03-31,"75052","TX","Dallas-Fort Worth","Dallas","Grand Prairie",38,1450,0.00207325501036628,0.00415512465373961,0.0371959942775393,25196
2016-03-31,"60613","IL","Chicago","Cook","Chicago",39,1780,0.00964265456608054,0.0289017341040462,0.00678733031674208,25427
2016-03-31,"21234","MD","Baltimore","Baltimore","Parkville",40,1601,0.000625,0.00565326633165829,0.00882167611846251,21952
2016-03-31,"77036","TX","Houston","Harris","Houston",41,1304,0.00694980694980695,0.0132090132090132,0.0490748189863234,10564
2016-03-31,"20009","DC","Washington","District of Columbia","Washington",42,2713,0.00295748613678373,-0.00220669363736668,0.0138266068759342,15940
2016-03-31,"60629","IL","Chicago","Cook","Chicago",43,1390,0.0036101083032491,0.00433526011560694,0.0243183492999263,20840
2016-03-31,"11209","NY","New York","Kings","New York",44,2242,0.00448028673835125,0.0149388863739249,0.0625592417061611,15498
2016-03-31,"60625","IL","Chicago","Cook","Chicago",45,1662,0.00483675937122128,0.0134146341463415,0.00972053462940462,16819
2016-03-31,"30044","GA","Atlanta","Gwinnett","Lawrenceville",46,1248,0.00402252614641995,0.0056406124093473,0.0382695507487521,23920
2016-03-31,"11230","NY","New York","Kings","New York",47,2222,0.00316027088036117,0.0216091954022989,0.0881488736532811,11784
2016-03-31,"10463","NY","New York","Bronx","New York",48,1908,0.00368227248816412,0.00210084033613445,0.064138315672058,7488
2016-03-31,"63376","MO","St. Louis","Saint Charles","Saint Peters",49,1399,0.0028673835125448,0.0101083032490975,0.0130340333091962,27607
2016-03-31,"11206","NY","New York","Kings","New York",50,2684,0.00449101796407186,0.0162817114729269,0.0612890470541716,7826
2016-03-31,"20002","DC","Washington","District of Columbia","Washington",51,2529,-0.00433070866141732,-0.0178640776699029,0.0634987384356602,18635
2016-03-31,"11212","NY","New York","Kings","New York",52,2098,0.00623501199040767,0.0204280155642023,0.117741076185402,5959
2016-03-31,"37042","TN","Clarksville","Montgomery","Clarksville",53,958,-0.00104275286757039,-0.00415800415800416,0.0137566137566138,26334
2016-03-31,"78660","TX","Austin","Travis","Pflugerville",54,1640,0.00613496932515337,0.0167389956602604,0.0670136629798308,23394
2016-03-31,"11201","NY","New York","Kings","New York",55,2954,0.000338638672536404,0.00373768263676521,0.00853533629224991,18366
2016-03-31,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",56,1956,0.00307692307692308,0.00462249614791988,0.0124223602484472,6766
2016-03-31,"10024","NY","New York","New York","New York",57,4316,0.0198487712665406,0.0392487358535998,0.0283535858946867,19284
2016-03-31,"78613","TX","Austin","Williamson","Cedar Park",58,1757,0.000569476082004556,-0.00113700966458215,0.0132641291810842,23741
2016-03-31,"85032","AZ","Phoenix","Maricopa","Phoenix",59,1261,0.00558213716108453,0.00960768614891913,0.0370065789473684,21569
2016-03-31,"11214","NY","New York","Kings","New York",60,2178,0.0050761421319797,0.0220553730642891,0.105022831050228,12009
2016-03-31,"77429","TX","Houston","Harris","Cypress",61,1862,0,-0.00267809319764328,0.029297954671089,25894
2016-03-31,"78521","TX","Brownsville","Cameron","Brownsville",62,863,0.00465657741559953,0.0105386416861827,0.0322966507177034,21379
2016-03-31,"77479","TX","Houston","Fort Bend","Sugar Land",63,2608,-0.000383288616328095,0.00153609831029186,-0.010246679316888,26606
2016-03-31,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",64,1547,0.00324254215304799,0.00847457627118644,0.00650618087182824,24717
2016-03-31,"30096","GA","Atlanta","Gwinnett","Duluth",65,1330,0.000752445447705041,-0.00374531835205993,0.027027027027027,15444
2016-03-31,"94501","CA","San Francisco","Alameda","Alameda",66,3274,-0.00152485513876182,-0.0057698147585788,0.124699416008245,15142
2016-03-31,"30043","GA","Atlanta","Gwinnett","Lawrenceville",67,1397,0.00359195402298851,0.00503597122302158,0.0355819125277984,24462
2016-03-31,"77077","TX","Houston","Harris","Houston",68,2170,0,-0.00321543408360129,-0.00138057984353428,12496
2016-03-31,"11229","NY","New York","Kings","New York",69,2161,0.00185442744552619,0.0169411764705882,0.0810405202601301,15464
2016-03-31,"60619","IL","Chicago","Cook","Chicago",70,1292,0.00388500388500389,0.0031055900621118,-0.00920245398773006,16391
2016-03-31,"07030","NJ","New York","Hudson","Hoboken",71,2948,0.00993490921548476,0.0144528561596696,0.031129765652326,22302
2016-03-31,"94110","CA","San Francisco","San Francisco","San Francisco",72,4960,-0.000403063280935107,-0.00740444266559936,0.110613524406628,13459
2016-03-31,"78130","TX","San Antonio","Comal","New Braunfels",73,1438,0.00069589422407794,0,0.0227596017069701,21793
2016-03-31,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",74,2336,0.00343642611683849,0.0108178277801817,0.063752276867031,33098
2016-03-31,"90034","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",75,3347,0.0133212231304874,0.0232344848670131,0.0863356053229471,8210
2016-03-31,"75243","TX","Dallas-Fort Worth","Dallas","Dallas",76,1349,0.00746825989544436,0.0127627627627628,0.0622047244094488,11293
2016-03-31,"44107","OH","Cleveland","Cuyahoga","Lakewood",77,1140,-0.0034965034965035,-0.032258064516129,0.0169491525423729,15232
2016-03-31,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",78,2359,0.00340280731603573,0.00768902178556173,0.0274390243902439,47681
2016-03-31,"10458","NY","New York","Bronx","New York",79,1586,0.00252844500632111,0.000630914826498423,0.0672947510094213,3859
2016-03-31,"90044","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",80,2040,0.0099009900990099,0.0282258064516129,0.0944206008583691,13556
2016-03-31,"11377","NY","New York","Queens","New York",81,2365,-0.00253057781526782,-0.00253057781526782,0.0363716038562664,11766
2016-03-31,"73099","OK","Oklahoma City","Canadian","Yukon",82,1252,0.00320512820512821,-0.00239043824701195,-0.037663335895465,25756
2016-03-31,"77379","TX","Houston","Harris","Tomball",83,1952,0.00153925089789636,0.00566718186501803,0.0193211488250653,25038
2016-03-31,"11234","NY","New York","Kings","New York",84,2119,0.00283956460009465,0.0177713736791547,0.0945247933884298,21215
2016-03-31,"28277","NC","Charlotte","Mecklenburg","Charlotte",85,1802,0.00222469410456062,0.00558035714285714,0.0303030303030303,23885
2016-03-31,"90650","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Norwalk",86,2138,0.0103969754253308,0.0156769596199525,0.0398832684824903,22058
2016-03-31,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",87,1835,0.00547945205479452,0.00990643918547056,0.0251396648044693,30491
2016-03-31,"44035","OH","Cleveland","Lorain","Elyria",88,806,-0.00123915737298637,-0.00738916256157635,-0.0495283018867924,21011
2016-03-31,"90805","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Long Beach",89,2027,0.0109725685785536,0.0268490374873354,0.079914757591902,15492
2016-03-31,"60617","IL","Chicago","Cook","Chicago",90,1286,0.00547302580140735,0.0125984251968504,0.0182106096595408,20708
2016-03-31,"10019","NY","New York","New York","New York",91,3899,0.00853595447490947,0.0252432290297134,-0.02525,20659
2016-03-31,"10453","NY","New York","Bronx","New York",92,1827,-0.00381679389312977,0.00384615384615385,0.0753384343731607,2210
2016-03-31,"19143","PA","Philadelphia","Philadelphia","Philadelphia",93,966,0.00940438871473354,0.0147058823529412,0.0545851528384279,23042
2016-03-31,"92683","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Westminster",94,2570,0.00665883274578927,0.00942655145326002,0.0251296370163542,18098
2016-03-31,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",95,1299,0,-0.00383435582822086,-0.018140589569161,21944
2016-03-31,"75067","TX","Dallas-Fort Worth","Denton","Lewisville",96,1606,0.00375,0.00879396984924623,0.0455729166666667,12128
2016-03-31,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",97,1470,-0.00943396226415094,-0.019346230820547,0.00684931506849315,16822
2016-03-31,"85710","AZ","Tucson","Pima","Tucson",98,1046,-0.00190839694656489,-0.000955109837631328,0,17105
2016-03-31,"11207","NY","New York","Kings","New York",99,2275,0.00797518830305716,0.0188087774294671,0.10062893081761,12430
2016-03-31,"78704","TX","Austin","Travis","Austin",100,2156,0.00325732899022801,-0.0069092584062644,0.0620689655172414,14070
2016-03-31,"95630","CA","Sacramento","Sacramento","Folsom",101,2061,0.00487567040468064,0.0043859649122807,0.0488549618320611,22059
2016-03-31,"91910","CA","San Diego","San Diego","Chula Vista",102,2221,0.006343452650657,0.0104640582347589,0.0335039553280596,16348
2016-03-31,"08701","NJ","New York","Ocean","Lakewood Township",103,1816,0,0.00386954118297402,-0.0021978021978022,21467
2016-03-31,"10314","NY","New York","Richmond","New York",104,2103,-0.000475285171102662,-0.00895381715362865,-0.0259379342288096,24931
2016-03-31,"78666","TX","Austin","Hays","San Marcos",105,1411,0.00355618776671408,0.0136494252873563,0.0569288389513109,11752
2016-03-31,"90026","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",106,2697,0.0120075046904315,0.0231411229135053,0.114462809917355,9662
2016-03-31,"66062","KS","Kansas City","Johnson","Olathe",107,1707,0.00176056338028169,0.0100591715976331,-0.000585480093676815,23672
2016-03-31,"87111","NM","Albuquerque","Bernalillo","Albuquerque",108,1312,0.00229182582123759,0.00923076923076923,0.0170542635658915,18848
2016-03-31,"11215","NY","New York","Kings","New York",109,2803,0.0014290818149339,0.00610193826274228,0.0211293260473588,17757
2016-03-31,"11355","NY","New York","Queens","New York",110,2249,0.00222816399286988,0.000444839857651246,0.0325987144168962,13891
2016-03-31,"94558","CA","Napa","Napa","Napa",111,2602,0.004245465071401,0.0112708900116595,0.0568643379366369,16674
2016-03-31,"98052","WA","Seattle","King","Redmond",112,2482,0.00689655172413793,0.0155482815057283,0.0670679277730009,19679
2016-03-31,"78745","TX","Austin","Travis","Austin",113,1602,0.00564971751412429,0.0100882723833544,0.0210325047801147,17341
2016-03-31,"10452","NY","New York","Bronx","New York",114,1686,-0.00177619893428064,-0.0231749710312862,0.124,1688
2016-03-31,"06010","CT","Hartford","Hartford","Bristol",115,1468,0.000681663258350375,0.00479123887748118,0.0455840455840456,19875
2016-03-31,"32210","FL","Jacksonville","Duval","Jacksonville",116,1000,-0.000999000999000999,0.001001001001001,0.00200400801603206,19994
2016-03-31,"78240","TX","San Antonio","Bexar","San Antonio",117,1300,0.000769822940723634,-0.00611620795107034,0.00619195046439629,12119
2016-03-31,"15601","PA","Pittsburgh","Westmoreland","Greensburg",118,1073,0.0357142857142857,0.0377176015473888,-0.0164986251145738,19320
2016-03-31,"30024","GA","Atlanta","Gwinnett","Suwanee",119,1877,0.00589496248660236,0.0156926406926407,0.0682982356289129,22794
2016-03-31,"02169","MA","Boston","Norfolk","Quincy",120,2180,0.00599907706506691,0.0177404295051354,0.0500963391136801,14937
2016-03-31,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",121,1609,0.00436953807740325,0.00941028858218319,0.0407503234152652,25053
2016-03-31,"60610","IL","Chicago","Cook","Chicago",122,1946,0.00568475452196382,0.0062047569803516,-0.085955847815876,28343
2016-03-31,"30281","GA","Atlanta","Henry","Stockbridge",123,1115,0.0036003600360036,0.00179694519317161,0.01640838650866,20746
2016-03-31,"85225","AZ","Phoenix","Maricopa","Chandler",124,1260,0.00558659217877095,0.0128617363344051,0.0387469084913438,20097
2016-03-31,"89108","NV","Las Vegas","Clark","Las Vegas",125,1050,0.00574712643678161,0.00671140939597316,0.0334645669291339,19609
2016-03-31,"11221","NY","New York","Kings","New York",126,2516,0.00479233226837061,0.0161550888529887,0.0487703209670696,12360
2016-03-31,"95608","CA","Sacramento","Sacramento","Carmichael",127,1613,0.00561097256857855,0.00561097256857855,0.0189513581806696,18370
2016-03-31,"85308","AZ","Phoenix","Maricopa","Glendale",128,1378,0.0043731778425656,0.013980868285504,0.047112462006079,21852
2016-03-31,"93722","CA","Fresno","Fresno","Fresno",129,1253,0.000798722044728434,0.00320256204963971,-0.000797448165869219,20328
2016-03-31,"43055","OH","Columbus","Licking","Newark",130,860,0.0177514792899408,0.0177514792899408,0.0436893203883495,20737
2016-03-31,"17603","PA","Lancaster","Lancaster","Lancaster Township",131,1096,0.00827966881324747,0.0398481973434535,0.0927218344965105,19093
2016-03-31,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",132,1690,0.00059206631142688,0.00595238095238095,0.0336391437308868,35653
2016-03-31,"48180","MI","Detroit","Wayne","Taylor",133,915,0.00328947368421053,0.00549450549450549,0.00549450549450549,21833
2016-03-31,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",134,1708,0.00411522633744856,0.00707547169811321,0.0264423076923077,25542
2016-03-31,"60611","IL","Chicago","Cook","Chicago",135,2063,-0.0019351717464925,0.00242954324586978,-0.0818869603916333,30332
2016-03-31,"14850","NY","Ithaca","Tompkins","Ithaca",136,1766,0.0085665334094803,-0.0139586823003908,0.0536992840095465,12458
2016-03-31,"80013","CO","Denver","Arapahoe","Aurora",137,1805,0.00501113585746102,0.00950782997762863,0.0705812574139976,23726
2016-03-31,"20906","MD","Washington","Montgomery","Silver Spring",138,1947,0.00257466529351184,0.00516262261228704,0.00880829015544041,22463
2016-03-31,"87114","NM","Albuquerque","Bernalillo","Albuquerque",139,1256,0.000796812749003984,0.000796812749003984,0.0253061224489796,20745
2016-03-31,"90066","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",140,4032,0.0133199296305604,0.0246505717916137,0.0944625407166124,13004
2016-03-31,"11373","NY","New York","Queens","New York",141,2275,0.0035288928098809,0.00441501103752759,0.0586319218241042,12665
2016-03-31,"78245","TX","San Antonio","Bexar","San Antonio",142,1252,0.00400962309542903,0.0104923325262308,0.033003300330033,20549
2016-03-31,"11385","NY","New York","Queens","New York",143,2303,0.00217580504786771,0.0154320987654321,0.0812206572769953,14235
2016-03-31,"44060","OH","Cleveland","Lake","Mentor",144,1262,0.00798722044728434,0.0104083266613291,-0.0344299923488906,24799
2016-03-31,"37075","TN","Nashville","Sumner","Hendersonville",145,1630,0.0130515848353014,0.0245128849780013,0.00122850122850123,22651
2016-03-31,"43081","OH","Columbus","Franklin","Westerville",146,1403,0.00214285714285714,0.00501432664756447,0.0115356885364095,20729
2016-03-31,"85281","AZ","Phoenix","Maricopa","Tempe",147,1260,0.00558659217877095,0.0120481927710843,0.0396039603960396,13165
2016-03-31,"94533","CA","Vallejo","Solano","Fairfield",148,1733,0.00990675990675991,0.0218160377358491,0.0743955362678239,18091
2016-03-31,"11211","NY","New York","Kings","New York",149,2951,0.00237771739130435,0.0172354360565322,0.0528005708169818,11647
2016-03-31,"10028","NY","New York","New York","New York",150,3576,0.0136054421768707,0.0302506482281763,0.0383275261324042,17986
2016-03-31,"10468","NY","New York","Bronx","New York",151,1662,0.0036231884057971,0.0066626287098728,0.138356164383562,2706
2016-03-31,"77433","TX","Houston","Harris","Cypress",152,1964,0.00152983171851096,0.00614754098360656,0.0627705627705628,24956
2016-03-31,"65807","MO","Springfield","Greene","Springfield",153,799,0.0050314465408805,0.00883838383838384,0.0139593908629442,16911
2016-03-31,"08753","NJ","New York","Ocean","Toms River",154,1822,0.00385674931129477,0.0133481646273637,0.0311262026032824,24423
2016-03-31,"85364","AZ","Yuma","Yuma","Yuma",155,864,-0.00115606936416185,-0.00346020761245675,-0.0346368715083799,17689
2016-03-31,"60620","IL","Chicago","Cook","Chicago",156,1293,0.00232558139534884,0.000773993808049536,0.00466200466200466,16391
2016-03-31,"78577","TX","McAllen","Hidalgo","Pharr",157,949,-0.00105263157894737,0.00105485232067511,0,16112
2016-03-31,"60634","IL","Chicago","Cook","Chicago",158,1748,0.00229357798165138,0,0.0222222222222222,20380
2016-03-31,"92677","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Laguna Niguel",159,3189,0.00283018867924528,0.00314564328405159,0.0387622149837134,24318
2016-03-31,"92804","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Anaheim",160,2440,0.00784799669558034,0.00993377483443709,0.0544511668107174,14537
2016-03-31,"95823","CA","Sacramento","Sacramento","Sacramento",161,1335,0.00983358547655068,0.0206422018348624,0.0348837209302326,16523
2016-03-31,"91709","CA","Riverside","San Bernardino","Chino Hills",162,2796,-0.00178507675830061,-0.00356379187455453,0.0156193243734108,21205
2016-03-31,"28027","NC","Charlotte","Cabarrus","Concord",163,1325,-0.00225903614457831,-0.00674662668665667,0.0114503816793893,21475
2016-03-31,"06902","CT","Stamford","Fairfield","Stamford",164,2339,0.0086244070720138,0.011240812797233,0.0276801405975395,15543
2016-03-31,"75228","TX","Dallas-Fort Worth","Dallas","Dallas",165,1260,0.00961538461538462,0.0128617363344051,0.0473815461346633,15266
2016-03-31,"27410","NC","Greensboro","Guilford","Greensboro",166,1340,0,-0.00667160859896219,0.0236822001527884,19349
2016-03-31,"43123","OH","Columbus","Franklin","Grove City",167,1292,0.00388500388500389,0.0078003120124805,0.0229612034837688,21881
2016-03-31,"92109","CA","San Diego","San Diego","San Diego",168,2842,0.0103092783505155,0.0135520684736091,0.0720482836665409,15184
2016-03-31,"90019","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",169,2911,0.0118178658324644,0.00622191496716212,0.0478761699064075,9749
2016-03-31,"60016","IL","Chicago","Cook","Des Plaines",170,1626,0.00184842883548983,0.00432365657813465,0.00618811881188119,22452
2016-03-31,"20011","DC","Washington","District of Columbia","Washington",171,2492,0.00809061488673139,0.0117742590336987,0.0379008746355685,17062
2016-03-31,"91911","CA","San Diego","San Diego","Chula Vista",172,2131,0.00376825247291569,0.00329566854990584,0.04052734375,15285
2016-03-31,"60628","IL","Chicago","Cook","Chicago",173,1269,0.00475059382422803,0.000788643533123028,0.0217391304347826,20599
2016-03-31,"45011","OH","Cincinnati","Butler","Hamilton",174,1405,0.00357142857142857,-0.00213068181818182,0.0255474452554745,22399
2016-03-31,"44256","OH","Cleveland","Medina","Medina",175,1592,-0.0136307311028501,-0.0292682926829268,0.0536068828590338,21337
2016-03-31,"33647","FL","Tampa","Hillsborough","Tampa",176,1755,0.00457927876359473,0.0132794457274827,0.0263157894736842,21093
2016-03-31,"11236","NY","New York","Kings","New York",177,2073,0.00777831793874575,0.0201771653543307,0.116316639741519,15967
2016-03-31,"89117","NV","Las Vegas","Clark","Las Vegas",178,1362,0.00590841949778434,0.00665188470066519,0.0420811017597552,18754
2016-03-31,"89121","NV","Las Vegas","Clark","Las Vegas",179,1107,0.00362647325475975,0.00544959128065395,0.0212177121771218,17072
2016-03-31,"92345","CA","Riverside","San Bernardino","Hesperia",180,1198,0.00251046025104603,-0.000834028356964137,0.0318690783807063,21581
2016-03-31,"47906","IN","Lafayette-West Lafayette, IN","Tippecanoe","West Lafayette",181,1299,0.0116822429906542,0.0383693045563549,0.0301348136399683,12810
2016-03-31,"02148","MA","Boston","Middlesex","Malden",182,2156,0.00232450023245002,-0.00277520814061055,0.0568627450980392,13809
2016-03-31,"94536","CA","San Francisco","Alameda","Fremont",183,3031,0.00630810092961487,0.0133734536944166,0.113928702682837,19008
2016-03-31,"43130","OH","Columbus","Fairfield","Lancaster",184,1067,-0.0102040816326531,-0.048171275646744,-0.102607232968881,19306
2016-03-31,"33908","FL","Fort Myers","Lee","Fort Myers",185,1707,-0.00175438596491228,-0.0121527777777778,-0.0474330357142857,23296
2016-03-31,"76028","TX","Dallas-Fort Worth","Johnson","Burleson",186,1459,0.00343878954607978,0.0138985406532314,0.0406562054208274,21515
2016-03-31,"07002","NJ","New York","Hudson","Bayonne",187,1966,-0.0105686965274283,-0.0214036834245893,-0.0497825036249396,13830
2016-03-31,"19111","PA","Philadelphia","Philadelphia","Philadelphia",188,1232,0.00325732899022801,0.0016260162601626,-0.0104417670682731,17154
2016-03-31,"28314","NC","Fayetteville","Cumberland","Fayetteville",189,854,0.00234741784037559,0.00588928150765607,-0.00466200466200466,17580
2016-03-31,"77450","TX","Houston","Fort Bend","Cinco Ranch",190,2016,-0.0029673590504451,-0.00884955752212389,0.00248632521133764,20328
2016-03-31,"92503","CA","Riverside","Riverside","Riverside",191,1730,0.00289855072463768,0.00173711638679792,0.0242747187685021,19527
2016-03-31,"90201","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Bell",192,2052,0.0133333333333333,0.0395136778115502,0.121311475409836,8169
2016-03-31,"65203","MO","Columbia","Boone","Columbia",193,1329,-0.00075187969924812,0.000753012048192771,0.0137299771167048,19657
2016-03-31,"21740","MD","Hagerstown","Washington","Hagerstown",194,1079,0.0150517403574788,-0.00461254612546125,-0.000925925925925926,19870
2016-03-31,"40475","KY","Richmond","Madison","Richmond",195,1068,0.00945179584120983,0.0389105058365759,0.0875763747454175,16410
2016-03-31,"97229","OR","Portland","Washington","Cedar Mill",196,2316,0.0025974025974026,-0.000862812769628991,0.0653173873045078,20718
2016-03-31,"91730","CA","Riverside","San Bernardino","Rancho Cucamonga",197,1893,0.00317965023847377,0.0096,0.0254604550379198,15890
2016-03-31,"92126","CA","San Diego","San Diego","San Diego",198,2332,0.00821444012105491,0.018785495849716,0.0452711788435679,19524
2016-03-31,"60626","IL","Chicago","Cook","Chicago",199,1498,0.0101146325016858,0.030970406056435,0.0211315610088616,15085
2016-03-31,"27406","NC","Greensboro","Guilford","Greensboro",200,866,0,-0.0102857142857143,-0.00574052812858783,21855
2016-03-31,"75034","TX","Dallas-Fort Worth","Collin","Frisco",201,2684,-0.00260126347082869,0.000745712155108128,0.0259938837920489,16994
2016-03-31,"27610","NC","Raleigh","Wake","Raleigh",202,1166,0.00952380952380952,0.0183406113537118,0.04014272970562,21172
2016-03-31,"98103","WA","Seattle","King","Seattle",203,2510,0.0108739428111156,0.0166059133252329,0.102327624066754,17642
2016-03-31,"90280","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","South Gate",204,2040,0.00940128649183572,0.0256410256410256,0.069743051914001,14310
2016-03-31,"10457","NY","New York","Bronx","New York",205,1818,-0.000549752611324904,0.00110132158590308,0.0406410990269033,3162
2016-03-31,"29732","SC","Charlotte","York","Rock Hill",206,1222,-0.000817661488143908,-0.0293884034948372,-0.0549110595514308,19615
2016-03-31,"23454","VA","Virginia Beach","Virginia Beach City","Virginia Beach",207,1607,0.00187032418952618,0.00500312695434647,-0.000621890547263682,20332
2016-03-31,"30062","GA","Atlanta","Cobb","Marietta",208,1833,0.00493421052631579,0.00438356164383562,0.0480274442538593,21880
2016-03-31,"77095","TX","Houston","Harris","Cypress",209,1738,0.00404390525707683,0.00520532099479468,0.00230680507497117,20394
2016-03-31,"92592","CA","Riverside","Riverside","Temecula",210,2092,0.00383877159309021,0.00528592023065834,0.0402784684236698,23429
2016-03-31,"46227","IN","Indianapolis","Marion","Indianapolis",211,1057,0.00379867046533713,0.0018957345971564,-0.00470809792843691,13858
